OffspCollection	Kid	Pa	Ma	PopName	SpawnYear	FDR	Pvalue	LOD	P.Pr.C_Se_Se	P.Pr.Max	MaxP.Pr.Relat	TotPaNonExc	TotMaNonExc	TotUnkNonExc	TotPairsNonExc	KidMiss	PaMiss	MaMiss	MI.Kid.Pa	MI.Kid.Ma	MI.Trio	MendIncLoci
Fishery2011	T078550	---	---	---	---	---	---	---	---	---	---	6	13	0	0	0	---	---	---	---	---	---
Fishery2011	T078551	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078552	T067580	T067482	FRHfa	2008	0.000000	0.000000	20.729842	0.994472	0.994472	C_Se_Se	80	101	0	5	0	0	3	0	0	0	---
Fishery2011	T078553	---	---	---	---	---	---	---	---	---	---	7	6	0	0	1	---	---	---	---	---	---
Fishery2011	T078554	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078555	---	---	---	---	---	---	---	---	---	---	81	84	0	0	0	---	---	---	---	---	---
Fishery2011	T078556	---	---	---	---	---	---	---	---	---	---	0	3	0	0	0	---	---	---	---	---	---
Fishery2011	T078557	---	---	---	---	---	---	---	---	---	---	51	56	0	0	0	---	---	---	---	---	---
Fishery2011	T078558	---	---	---	---	---	---	---	---	---	---	42	43	0	0	0	---	---	---	---	---	---
Fishery2011	T078559	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078560	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078561	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078562	T069534	T069705	FRHfa	2008	0.291212	0.765000	3.290986	0.000005	0.848583	C_U_U	272	346	0	2	0	0	0	1	0	4	Ots_131906.141,Ots_108390.329,Ots_EP.529,Ots_130720.99
Fishery2011	T078563	---	---	---	---	---	---	---	---	---	---	15	20	0	0	0	---	---	---	---	---	---
Fishery2011	T078564	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078565	---	---	---	---	---	---	---	---	---	---	84	91	0	0	0	---	---	---	---	---	---
Fishery2011	T078566	---	---	---	---	---	---	---	---	---	---	8	12	0	0	0	---	---	---	---	---	---
Fishery2011	T078567	---	---	---	---	---	---	---	---	---	---	35	24	0	0	0	---	---	---	---	---	---
Fishery2011	T078568	---	---	---	---	---	---	---	---	---	---	8	12	0	0	1	---	---	---	---	---	---
Fishery2011	T078569	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078570	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078571	T067611	T067562	FRHfa	2008	0.286973	0.747000	-0.965645	0.000000	0.956928	C_U_U	76	104	0	1	0	0	0	2	2	4	Ots_112820.284,Ots_112876.371,Ots_123048.521,Ots_106499.70
Fishery2011	T078572	---	---	---	---	---	---	---	---	---	---	112	129	0	0	1	---	---	---	---	---	---
Fishery2011	T078573	---	---	---	---	---	---	---	---	---	---	46	53	0	0	0	---	---	---	---	---	---
Fishery2011	T078574	---	---	---	---	---	---	---	---	---	---	5	11	0	0	0	---	---	---	---	---	---
Fishery2011	T078576	---	---	---	---	---	---	---	---	---	---	56	60	0	0	0	---	---	---	---	---	---
Fishery2011	T078577	---	---	---	---	---	---	---	---	---	---	52	46	0	0	0	---	---	---	---	---	---
Fishery2011	T078578	---	---	---	---	---	---	---	---	---	---	93	110	0	0	1	---	---	---	---	---	---
Fishery2011	T078579	---	---	---	---	---	---	---	---	---	---	143	150	0	0	1	---	---	---	---	---	---
Fishery2011	T078580	---	---	---	---	---	---	---	---	---	---	57	57	0	0	0	---	---	---	---	---	---
Fishery2011	T078581	---	---	---	---	---	---	---	---	---	---	56	56	0	0	0	---	---	---	---	---	---
Fishery2011	T078582	---	---	---	---	---	---	---	---	---	---	12	9	0	0	0	---	---	---	---	---	---
Fishery2011	T078583	---	---	---	---	---	---	---	---	---	---	28	32	0	0	0	---	---	---	---	---	---
Fishery2011	T078584	---	---	---	---	---	---	---	---	---	---	109	145	0	0	0	---	---	---	---	---	---
Fishery2011	T078585	---	---	---	---	---	---	---	---	---	---	11	3	0	0	0	---	---	---	---	---	---
Fishery2011	T078586	---	---	---	---	---	---	---	---	---	---	49	50	0	0	0	---	---	---	---	---	---
Fishery2011	T078587	---	---	---	---	---	---	---	---	---	---	103	136	0	0	0	---	---	---	---	---	---
Fishery2011	T078588	---	---	---	---	---	---	---	---	---	---	9	15	0	0	0	---	---	---	---	---	---
Fishery2011	T078589	---	---	---	---	---	---	---	---	---	---	169	182	0	0	1	---	---	---	---	---	---
Fishery2011	T078590	---	---	---	---	---	---	---	---	---	---	53	59	0	0	0	---	---	---	---	---	---
Fishery2011	T078591	---	---	---	---	---	---	---	---	---	---	12	15	0	0	0	---	---	---	---	---	---
Fishery2011	T078592	---	---	---	---	---	---	---	---	---	---	6	7	0	0	0	---	---	---	---	---	---
Fishery2011	T078593	---	---	---	---	---	---	---	---	---	---	177	212	0	0	0	---	---	---	---	---	---
Fishery2011	T078594	---	---	---	---	---	---	---	---	---	---	4	3	0	0	0	---	---	---	---	---	---
Fishery2011	T078595	---	---	---	---	---	---	---	---	---	---	81	80	0	0	0	---	---	---	---	---	---
Fishery2011	T078596	---	---	---	---	---	---	---	---	---	---	9	8	0	0	0	---	---	---	---	---	---
Fishery2011	T078597	---	---	---	---	---	---	---	---	---	---	39	40	0	0	0	---	---	---	---	---	---
Fishery2011	T078598	T069328	T069340	FRHfa	2008	0.109671	0.233000	6.725174	0.000149	0.749146	C_U_U	92	112	0	1	0	4	0	1	1	4	Ots_u07.07.161,Ots_Ots311.101x,Myc.366,Ots_111666.408
Fishery2011	T078599	---	---	---	---	---	---	---	---	---	---	40	50	0	0	1	---	---	---	---	---	---
Fishery2011	T078600	---	---	---	---	---	---	---	---	---	---	87	99	0	0	0	---	---	---	---	---	---
Fishery2011	T078601	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078602	---	---	---	---	---	---	---	---	---	---	25	35	0	0	0	---	---	---	---	---	---
Fishery2011	T078603	---	---	---	---	---	---	---	---	---	---	204	231	0	0	0	---	---	---	---	---	---
Fishery2011	T078604	---	---	---	---	---	---	---	---	---	---	53	68	0	0	0	---	---	---	---	---	---
Fishery2011	T078605	---	---	---	---	---	---	---	---	---	---	14	24	0	0	0	---	---	---	---	---	---
Fishery2011	T078606	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078607	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078608	---	---	---	---	---	---	---	---	---	---	27	29	0	0	0	---	---	---	---	---	---
Fishery2011	T078609	---	---	---	---	---	---	---	---	---	---	148	166	0	0	1	---	---	---	---	---	---
Fishery2011	T078610	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078611	---	---	---	---	---	---	---	---	---	---	76	99	0	0	0	---	---	---	---	---	---
Fishery2011	T078612	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078613	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078614	T029476	T029758	FRHsp	2007	1.440342	0.695000	2.777021	0.000003	0.642872	C_U_U	58	81	0	1	0	0	0	1	1	4	Ots_118175.479,Ots_mybp.85,Ots_CD63,Ots_110201.363
Fishery2011	T078615	---	---	---	---	---	---	---	---	---	---	9	9	0	0	0	---	---	---	---	---	---
Fishery2011	T078616	---	---	---	---	---	---	---	---	---	---	139	150	0	0	0	---	---	---	---	---	---
Fishery2011	T078617	---	---	---	---	---	---	---	---	---	---	41	59	0	0	0	---	---	---	---	---	---
Fishery2011	T078618	---	---	---	---	---	---	---	---	---	---	28	15	0	0	1	---	---	---	---	---	---
Fishery2011	T078619	---	---	---	---	---	---	---	---	---	---	38	56	0	0	1	---	---	---	---	---	---
Fishery2011	T078620	T028553	T028636	FRHsp	2006	0.926629	0.996000	-8.610213	0.000000	0.984169	C_U_U	106	123	0	1	0	0	8	2	2	4	Ots_102213.210,Ots_110551.64,Ots_111681.657,Ots_124774.477
Fishery2011	T078621	---	---	---	---	---	---	---	---	---	---	8	14	0	0	0	---	---	---	---	---	---
Fishery2011	T078622	---	---	---	---	---	---	---	---	---	---	102	106	0	0	0	---	---	---	---	---	---
Fishery2011	T078624	T071299	T071390	FRHfa	2008	0.000587	0.001000	20.681131	0.994198	0.994198	C_Se_Se	9	8	0	1	0	0	0	0	0	0	---
Fishery2011	T078625	---	---	---	---	---	---	---	---	---	---	12	19	0	0	0	---	---	---	---	---	---
Fishery2011	T078626	---	---	---	---	---	---	---	---	---	---	52	62	0	0	1	---	---	---	---	---	---
Fishery2011	T078627	---	---	---	---	---	---	---	---	---	---	24	20	0	0	0	---	---	---	---	---	---
Fishery2011	T078628	T056100	T056338	FRHfa	2008	0.294774	0.780000	3.933229	0.000009	0.444381	C_Se_U	17	17	0	1	0	10	9	0	1	4	Ots_128693.461,Ots_112876.371,Ots_EP.529,Ots_RAG3
Fishery2011	T078629	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078630	T071361	T071408	FRHfa	2008	0.000000	0.000000	22.915970	0.999376	0.999376	C_Se_Se	1	1	0	1	0	0	0	0	0	0	---
Fishery2011	T078631	---	---	---	---	---	---	---	---	---	---	94	115	0	0	0	---	---	---	---	---	---
Fishery2011	T078632	T030006	T030250	FRHsp	2007	0.972216	0.990000	-1.867574	0.000000	0.980411	C_U_U	101	117	0	3	0	0	10	2	0	4	Ots_AsnRS.60,Ots_102414.395,Ots_118205.61,Ots_117432.409
Fishery2011	T078633	---	---	---	---	---	---	---	---	---	---	8	11	0	0	0	---	---	---	---	---	---
Fishery2011	T078634	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078635	---	---	---	---	---	---	---	---	---	---	66	60	0	0	0	---	---	---	---	---	---
Fishery2011	T078636	---	---	---	---	---	---	---	---	---	---	17	18	0	0	0	---	---	---	---	---	---
Fishery2011	T078637	---	---	---	---	---	---	---	---	---	---	16	15	0	0	0	---	---	---	---	---	---
Fishery2011	T078638	---	---	---	---	---	---	---	---	---	---	0	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078639	---	---	---	---	---	---	---	---	---	---	74	87	0	0	0	---	---	---	---	---	---
Fishery2011	T078640	---	---	---	---	---	---	---	---	---	---	17	25	0	0	0	---	---	---	---	---	---
Fishery2011	T078641	---	---	---	---	---	---	---	---	---	---	23	23	0	0	1	---	---	---	---	---	---
Fishery2011	T078642	---	---	---	---	---	---	---	---	---	---	74	91	0	0	0	---	---	---	---	---	---
Fishery2011	T078643	---	---	---	---	---	---	---	---	---	---	58	65	0	0	0	---	---	---	---	---	---
Fishery2011	T078644	---	---	---	---	---	---	---	---	---	---	20	28	0	0	1	---	---	---	---	---	---
Fishery2011	T078645	---	---	---	---	---	---	---	---	---	---	9	12	0	0	0	---	---	---	---	---	---
Fishery2011	T078646	---	---	---	---	---	---	---	---	---	---	33	46	0	0	1	---	---	---	---	---	---
Fishery2011	T078647	---	---	---	---	---	---	---	---	---	---	22	17	0	0	0	---	---	---	---	---	---
Fishery2011	T078648	---	---	---	---	---	---	---	---	---	---	39	37	0	0	0	---	---	---	---	---	---
Fishery2011	T078649	---	---	---	---	---	---	---	---	---	---	22	21	0	0	0	---	---	---	---	---	---
Fishery2011	T078650	---	---	---	---	---	---	---	---	---	---	11	17	0	0	0	---	---	---	---	---	---
Fishery2011	T078651	---	---	---	---	---	---	---	---	---	---	79	112	0	0	0	---	---	---	---	---	---
Fishery2011	T078652	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078653	---	---	---	---	---	---	---	---	---	---	2	3	0	0	0	---	---	---	---	---	---
Fishery2011	T078654	---	---	---	---	---	---	---	---	---	---	128	142	0	0	0	---	---	---	---	---	---
Fishery2011	T078655	---	---	---	---	---	---	---	---	---	---	37	38	0	0	0	---	---	---	---	---	---
Fishery2011	T078656	---	---	---	---	---	---	---	---	---	---	12	7	0	0	1	---	---	---	---	---	---
Fishery2011	T078657	T028617	T028760	FRHsp	2006	1.283968	0.235000	9.026817	0.001485	0.597784	C_U_U	73	87	0	2	0	0	0	1	1	2	Ots_107285.93,Ots_110201.363
Fishery2011	T078658	T055993	T055850	FRHfa	2008	0.294997	0.782000	3.993394	0.000010	0.910686	C_U_U	327	386	0	5	0	0	0	1	0	4	Ots_102457.132,Ots_113242.216,Ots_129170.683,OTNAML12_1.SNP1
Fishery2011	T078659	---	---	---	---	---	---	---	---	---	---	79	104	0	0	0	---	---	---	---	---	---
Fishery2011	T078660	---	---	---	---	---	---	---	---	---	---	98	94	0	0	0	---	---	---	---	---	---
Fishery2011	T078661	---	---	---	---	---	---	---	---	---	---	46	50	0	0	0	---	---	---	---	---	---
Fishery2011	T078662	---	---	---	---	---	---	---	---	---	---	34	54	0	0	0	---	---	---	---	---	---
Fishery2011	T078663	---	---	---	---	---	---	---	---	---	---	2	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078664	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078665	---	---	---	---	---	---	---	---	---	---	9	17	0	0	1	---	---	---	---	---	---
Fishery2011	T078666	---	---	---	---	---	---	---	---	---	---	0	1	0	0	1	---	---	---	---	---	---
Fishery2011	T078667	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078668	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078669	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078670	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078672	T071444	T071422	FRHfa	2008	0.001074	0.002000	20.100996	0.989683	0.989683	C_Se_Se	85	87	0	1	1	0	9	1	0	1	Ots_u07.49.290
Fishery2011	T078673	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078674	---	---	---	---	---	---	---	---	---	---	10	12	0	0	1	---	---	---	---	---	---
Fishery2011	T078675	---	---	---	---	---	---	---	---	---	---	32	35	0	0	0	---	---	---	---	---	---
Fishery2011	T078676	---	---	---	---	---	---	---	---	---	---	65	82	0	0	0	---	---	---	---	---	---
Fishery2011	T078677	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078678	---	---	---	---	---	---	---	---	---	---	101	112	0	0	0	---	---	---	---	---	---
Fishery2011	T078679	---	---	---	---	---	---	---	---	---	---	0	2	0	0	0	---	---	---	---	---	---
Fishery2011	T078680	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078681	---	---	---	---	---	---	---	---	---	---	113	89	0	0	0	---	---	---	---	---	---
Fishery2011	T078682	T030295	T030392	FRHsp	2007	1.454435	0.605000	2.824278	0.000003	0.974155	C_U_U	96	145	0	2	0	0	0	2	2	4	Ots_112820.284,Ots_u07.49.290,Ots_129458.451,Ots_103041.52
Fishery2011	T078683	---	---	---	---	---	---	---	---	---	---	49	68	0	0	1	---	---	---	---	---	---
Fishery2011	T078684	---	---	---	---	---	---	---	---	---	---	5	2	0	0	0	---	---	---	---	---	---
Fishery2011	T078685	---	---	---	---	---	---	---	---	---	---	20	14	0	0	0	---	---	---	---	---	---
Fishery2011	T078686	---	---	---	---	---	---	---	---	---	---	32	34	0	0	0	---	---	---	---	---	---
Fishery2011	T078687	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078688	---	---	---	---	---	---	---	---	---	---	2	1	0	0	1	---	---	---	---	---	---
Fishery2011	T078689	---	---	---	---	---	---	---	---	---	---	25	34	0	0	0	---	---	---	---	---	---
Fishery2011	T078690	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078691	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078692	---	---	---	---	---	---	---	---	---	---	25	36	0	0	0	---	---	---	---	---	---
Fishery2011	T078693	---	---	---	---	---	---	---	---	---	---	30	34	0	0	0	---	---	---	---	---	---
Fishery2011	T078694	---	---	---	---	---	---	---	---	---	---	104	106	0	0	0	---	---	---	---	---	---
Fishery2011	T078695	---	---	---	---	---	---	---	---	---	---	25	30	0	0	0	---	---	---	---	---	---
Fishery2011	T078696	---	---	---	---	---	---	---	---	---	---	109	98	0	0	1	---	---	---	---	---	---
Fishery2011	T078697	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078698	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078699	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078700	---	---	---	---	---	---	---	---	---	---	18	11	0	0	0	---	---	---	---	---	---
Fishery2011	T078701	---	---	---	---	---	---	---	---	---	---	35	29	0	0	0	---	---	---	---	---	---
Fishery2011	T078702	---	---	---	---	---	---	---	---	---	---	6	2	0	0	0	---	---	---	---	---	---
Fishery2011	T078703	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078704	---	---	---	---	---	---	---	---	---	---	2	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078705	---	---	---	---	---	---	---	---	---	---	42	58	0	0	0	---	---	---	---	---	---
Fishery2011	T078706	---	---	---	---	---	---	---	---	---	---	19	29	0	0	0	---	---	---	---	---	---
Fishery2011	T078707	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078708	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078709	---	---	---	---	---	---	---	---	---	---	29	40	0	0	0	---	---	---	---	---	---
Fishery2011	T078710	T069276	T069501	FRHfa	2008	0.000000	0.000000	23.110860	0.999486	0.999486	C_Se_Se	11	13	0	1	1	0	0	0	0	0	---
Fishery2011	T078711	---	---	---	---	---	---	---	---	---	---	66	66	0	0	0	---	---	---	---	---	---
Fishery2011	T078712	---	---	---	---	---	---	---	---	---	---	15	16	0	0	0	---	---	---	---	---	---
Fishery2011	T078713	---	---	---	---	---	---	---	---	---	---	92	105	0	0	0	---	---	---	---	---	---
Fishery2011	T078714	---	---	---	---	---	---	---	---	---	---	43	62	0	0	0	---	---	---	---	---	---
Fishery2011	T078715	---	---	---	---	---	---	---	---	---	---	3	4	0	0	0	---	---	---	---	---	---
Fishery2011	T078716	---	---	---	---	---	---	---	---	---	---	56	85	0	0	0	---	---	---	---	---	---
Fishery2011	T078717	---	---	---	---	---	---	---	---	---	---	79	76	0	0	0	---	---	---	---	---	---
Fishery2011	T078718	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078720	T069990	T070276	FRHfa	2008	0.000000	0.000000	21.477326	0.997375	0.997375	C_Se_Se	48	50	0	1	1	2	0	0	0	0	---
Fishery2011	T078721	---	---	---	---	---	---	---	---	---	---	15	10	0	0	0	---	---	---	---	---	---
Fishery2011	T078722	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078723	---	---	---	---	---	---	---	---	---	---	3	4	0	0	0	---	---	---	---	---	---
Fishery2011	T078724	---	---	---	---	---	---	---	---	---	---	2	2	0	0	0	---	---	---	---	---	---
Fishery2011	T078725	---	---	---	---	---	---	---	---	---	---	79	102	0	0	1	---	---	---	---	---	---
Fishery2011	T078726	---	---	---	---	---	---	---	---	---	---	2	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078727	T071617	T071594	FRHfa	2008	0.000000	0.000000	22.063417	0.998537	0.998537	C_Se_Se	75	79	0	3	0	0	0	0	0	0	---
Fishery2011	T078728	---	---	---	---	---	---	---	---	---	---	1	1	0	0	0	---	---	---	---	---	---
Fishery2011	T078729	---	---	---	---	---	---	---	---	---	---	26	41	0	0	0	---	---	---	---	---	---
Fishery2011	T078730	---	---	---	---	---	---	---	---	---	---	95	103	0	0	0	---	---	---	---	---	---
Fishery2011	T078731	---	---	---	---	---	---	---	---	---	---	21	26	0	0	0	---	---	---	---	---	---
Fishery2011	T078732	---	---	---	---	---	---	---	---	---	---	28	30	0	0	0	---	---	---	---	---	---
Fishery2011	T078733	---	---	---	---	---	---	---	---	---	---	9	10	0	0	0	---	---	---	---	---	---
Fishery2011	T078734	---	---	---	---	---	---	---	---	---	---	0	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078735	---	---	---	---	---	---	---	---	---	---	23	29	0	0	0	---	---	---	---	---	---
Fishery2011	T078736	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078737	T068901	T069504	FRHfa	2008	0.256336	0.628000	3.507120	0.000006	0.720862	C_U_U	121	117	0	2	1	0	0	1	2	4	Ots_107806.821,Ots_Ots311.101x,Ots_108390.329,Ots_131460.584
Fishery2011	T078738	---	---	---	---	---	---	---	---	---	---	70	60	0	0	0	---	---	---	---	---	---
Fishery2011	T078739	---	---	---	---	---	---	---	---	---	---	41	60	0	0	0	---	---	---	---	---	---
Fishery2011	T078740	---	---	---	---	---	---	---	---	---	---	14	12	0	0	1	---	---	---	---	---	---
Fishery2011	T078741	---	---	---	---	---	---	---	---	---	---	8	13	0	0	0	---	---	---	---	---	---
Fishery2011	T078742	---	---	---	---	---	---	---	---	---	---	15	34	0	0	0	---	---	---	---	---	---
Fishery2011	T078743	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078744	---	---	---	---	---	---	---	---	---	---	77	72	0	0	0	---	---	---	---	---	---
Fishery2011	T078745	---	---	---	---	---	---	---	---	---	---	11	10	0	0	1	---	---	---	---	---	---
Fishery2011	T078746	---	---	---	---	---	---	---	---	---	---	6	9	0	0	0	---	---	---	---	---	---
Fishery2011	T078747	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078748	---	---	---	---	---	---	---	---	---	---	0	0	0	0	2	---	---	---	---	---	---
Fishery2011	T078749	---	---	---	---	---	---	---	---	---	---	14	9	0	0	0	---	---	---	---	---	---
Fishery2011	T078750	---	---	---	---	---	---	---	---	---	---	31	27	0	0	0	---	---	---	---	---	---
Fishery2011	T078751	T071597	T071564	FRHfa	2008	0.000582	0.001000	22.552882	0.999103	0.999103	C_Se_Se	8	12	0	1	0	1	0	0	1	1	Ots_112208.722
Fishery2011	T078752	---	---	---	---	---	---	---	---	---	---	21	19	0	0	0	---	---	---	---	---	---
Fishery2011	T078753	---	---	---	---	---	---	---	---	---	---	41	39	0	0	0	---	---	---	---	---	---
Fishery2011	T078754	---	---	---	---	---	---	---	---	---	---	48	55	0	0	0	---	---	---	---	---	---
Fishery2011	T078755	---	---	---	---	---	---	---	---	---	---	75	84	0	0	0	---	---	---	---	---	---
Fishery2011	T078756	---	---	---	---	---	---	---	---	---	---	115	125	0	0	1	---	---	---	---	---	---
Fishery2011	T078757	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078758	---	---	---	---	---	---	---	---	---	---	16	24	0	0	0	---	---	---	---	---	---
Fishery2011	T078759	---	---	---	---	---	---	---	---	---	---	7	3	0	0	1	---	---	---	---	---	---
Fishery2011	T078760	---	---	---	---	---	---	---	---	---	---	20	20	0	0	0	---	---	---	---	---	---
Fishery2011	T078761	---	---	---	---	---	---	---	---	---	---	26	20	0	0	1	---	---	---	---	---	---
Fishery2011	T078762	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078763	---	---	---	---	---	---	---	---	---	---	40	36	0	0	0	---	---	---	---	---	---
Fishery2011	T078764	---	---	---	---	---	---	---	---	---	---	1	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078765	---	---	---	---	---	---	---	---	---	---	18	22	0	0	0	---	---	---	---	---	---
Fishery2011	T078766	---	---	---	---	---	---	---	---	---	---	6	6	0	0	0	---	---	---	---	---	---
Fishery2011	T078768	---	---	---	---	---	---	---	---	---	---	92	145	0	0	1	---	---	---	---	---	---
Fishery2011	T078769	---	---	---	---	---	---	---	---	---	---	1	0	0	0	1	---	---	---	---	---	---
Fishery2011	T078770	---	---	---	---	---	---	---	---	---	---	26	23	0	0	0	---	---	---	---	---	---
Fishery2011	T078771	---	---	---	---	---	---	---	---	---	---	11	10	0	0	0	---	---	---	---	---	---
Fishery2011	T078772	---	---	---	---	---	---	---	---	---	---	20	25	0	0	0	---	---	---	---	---	---
Fishery2011	T078773	---	---	---	---	---	---	---	---	---	---	216	225	0	0	0	---	---	---	---	---	---
Fishery2011	T078774	---	---	---	---	---	---	---	---	---	---	19	20	0	0	0	---	---	---	---	---	---
Fishery2011	T078775	---	---	---	---	---	---	---	---	---	---	1	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078776	T069472	T069009	FRHfa	2008	0.275644	0.703000	4.764316	0.000021	0.869150	C_U_U	115	106	0	3	0	8	0	1	1	3	Ots_118938.325,Ots_129170.683,OTSTF1.SNP1
Fishery2011	T078777	---	---	---	---	---	---	---	---	---	---	125	119	0	0	0	---	---	---	---	---	---
Fishery2011	T078778	T071436	T071437	FRHfa	2008	0.323559	0.915000	2.971252	0.000003	0.833533	C_U_U	403	477	0	6	0	2	2	2	2	4	Ots_94857.232,Ots_aspat.196,Ots_GDH.81x,Ots_107074.284
Fishery2011	T078779	---	---	---	---	---	---	---	---	---	---	14	15	0	0	0	---	---	---	---	---	---
Fishery2011	T078780	---	---	---	---	---	---	---	---	---	---	8	13	0	0	0	---	---	---	---	---	---
Fishery2011	T078781	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078782	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078783	---	---	---	---	---	---	---	---	---	---	150	152	0	0	0	---	---	---	---	---	---
Fishery2011	T078784	---	---	---	---	---	---	---	---	---	---	11	19	0	0	0	---	---	---	---	---	---
Fishery2011	T078785	---	---	---	---	---	---	---	---	---	---	60	55	0	0	0	---	---	---	---	---	---
Fishery2011	T078786	---	---	---	---	---	---	---	---	---	---	85	95	0	0	0	---	---	---	---	---	---
Fishery2011	T078787	---	---	---	---	---	---	---	---	---	---	41	31	0	0	1	---	---	---	---	---	---
Fishery2011	T078788	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078789	---	---	---	---	---	---	---	---	---	---	42	55	0	0	0	---	---	---	---	---	---
Fishery2011	T078790	---	---	---	---	---	---	---	---	---	---	76	85	0	0	0	---	---	---	---	---	---
Fishery2011	T078791	---	---	---	---	---	---	---	---	---	---	109	88	0	0	0	---	---	---	---	---	---
Fishery2011	T078792	---	---	---	---	---	---	---	---	---	---	0	0	0	0	0	---	---	---	---	---	---
Fishery2011	T078793	---	---	---	---	---	---	---	---	---	---	1	0	0	0	1	---	---	---	---	---	---
